date,price_per_quintal
2023-11-30,1155.35
2023-12-01,1468.17
2023-12-02,1336.02
2023-12-03,1552.94
2023-12-04,1519.48
2023-12-05,1396.93
2023-12-06,1496.13
2023-12-07,1443.38
2023-12-08,1643.29
2023-12-09,1208.01
2023-12-10,1485.95
2023-12-11,1585.76
2023-12-12,1392.78
2023-12-13,1377.11
2023-12-14,1458.48
2023-12-15,1327.03
2023-12-16,1373.21
2023-12-17,1314.9
2023-12-18,1416.7
2023-12-19,1187.16
2023-12-20,1366.07
2023-12-21,1505.61
2023-12-22,1393.37
2023-12-23,1389.57
2023-12-24,1547.07
2023-12-25,1628.73
2023-12-26,1351.13
2023-12-27,1584.39
2023-12-28,1229.94
2023-12-29,1338.7
2023-12-30,1504.69
2023-12-31,1471.52
2024-01-01,1586.19
2024-01-02,1675.88
2024-01-03,1547.97
2024-01-04,1664.0
2024-01-05,1514.02
2024-01-06,1497.6
2024-01-07,1348.11
2024-01-08,1654.46
2024-01-09,1469.36
2024-01-10,1694.6
2024-01-11,1695.06
2024-01-12,1547.43
2024-01-13,1584.77
2024-01-14,1598.23
2024-01-15,1550.09
2024-01-16,1399.86
2024-01-17,1748.58
2024-01-18,1507.16
2024-01-19,1639.03
2024-01-20,1610.66
2024-01-21,1610.65
2024-01-22,1602.37
2024-01-23,1685.75
2024-01-24,1472.01
2024-01-25,1695.74
2024-01-26,1596.8
2024-01-27,1581.8
2024-01-28,1527.48
2024-01-29,1572.05
2024-01-30,1647.19
2024-01-31,1437.26
2024-02-01,1422.63
2024-02-02,1596.33
2024-02-03,1713.75
2024-02-04,1593.82
2024-02-05,1794.44
2024-02-06,1785.63
2024-02-07,1798.6
2024-02-08,1804.78
2024-02-09,1662.33
2024-02-10,1698.94
2024-02-11,1549.25
2024-02-12,1309.04
2024-02-13,1680.15
2024-02-14,1539.09
2024-02-15,1607.76
2024-02-16,1333.85
2024-02-17,1740.01
2024-02-18,1608.29
2024-02-19,1561.81
2024-02-20,1494.31
2024-02-21,1535.59
2024-02-22,1531.67
2024-02-23,1516.98
2024-02-24,1464.14
2024-02-25,1608.73
2024-02-26,1593.53
2024-02-27,1737.43
2024-02-28,1424.32
2024-02-29,1581.2
2024-03-01,1485.19
2024-03-02,1633.26
2024-03-03,1586.27
2024-03-04,1694.64
2024-03-05,1813.54
2024-03-06,1593.28
2024-03-07,1656.95
2024-03-08,1503.6
2024-03-09,1578.53
2024-03-10,1596.94
2024-03-11,1850.82
2024-03-12,1457.61
2024-03-13,1578.47
2024-03-14,1597.09
2024-03-15,1504.43
2024-03-16,1637.45
2024-03-17,1597.05
2024-03-18,1609.9
2024-03-19,1509.09
2024-03-20,1684.1
2024-03-21,1484.5
2024-03-22,1551.7
2024-03-23,1698.24
2024-03-24,1764.5
2024-03-25,1506.93
2024-03-26,1671.9
2024-03-27,1587.11
2024-03-28,1722.83
2024-03-29,1611.13
2024-03-30,1801.6
2024-03-31,1782.07
2024-04-01,1356.51
2024-04-02,1434.29
2024-04-03,1383.64
2024-04-04,1464.21
2024-04-05,1256.03
2024-04-06,1273.46
2024-04-07,1596.88
2024-04-08,1515.59
2024-04-09,1565.32
2024-04-10,1366.54
2024-04-11,1349.17
2024-04-12,1452.28
2024-04-13,1641.64
2024-04-14,1484.95
2024-04-15,1498.06
2024-04-16,1617.64
2024-04-17,1522.06
2024-04-18,1498.54
2024-04-19,1528.19
2024-04-20,1454.22
2024-04-21,1666.11
2024-04-22,1464.98
2024-04-23,1391.24
2024-04-24,1559.7
2024-04-25,1591.7
2024-04-26,1421.69
2024-04-27,1565.38
2024-04-28,1607.89
2024-04-29,1076.7
2024-04-30,1272.14
2024-05-01,1353.52
2024-05-02,1193.99
2024-05-03,1508.23
2024-05-04,1344.95
2024-05-05,1294.07
2024-05-06,1313.87
2024-05-07,1261.07
2024-05-08,1229.83
2024-05-09,1321.68
2024-05-10,1427.61
2024-05-11,1121.81
2024-05-12,1336.55
2024-05-13,1253.91
2024-05-14,1318.39
2024-05-15,1218.04
2024-05-16,1325.72
2024-05-17,1180.0
2024-05-18,1306.42
2024-05-19,1277.82
2024-05-20,1109.43
2024-05-21,1359.65
2024-05-22,972.24
2024-05-23,1264.78
2024-05-24,1131.19
2024-05-25,1341.1
2024-05-26,1270.13
2024-05-27,1408.69
2024-05-28,1286.61
2024-05-29,1285.5
2024-05-30,1445.73
2024-05-31,1255.68
2024-06-01,1132.04
2024-06-02,1306.95
2024-06-03,1215.43
2024-06-04,1374.15
2024-06-05,1191.49
2024-06-06,1073.04
2024-06-07,1265.69
2024-06-08,1247.68
2024-06-09,1104.43
2024-06-10,1202.21
2024-06-11,1127.71
2024-06-12,1197.57
2024-06-13,1141.91
2024-06-14,1122.61
2024-06-15,1341.05
2024-06-16,1193.35
2024-06-17,979.14
2024-06-18,1164.01
2024-06-19,1103.3
2024-06-20,1176.96
2024-06-21,1168.39
2024-06-22,1183.75
2024-06-23,936.19
2024-06-24,952.05
2024-06-25,1308.47
2024-06-26,1137.4
2024-06-27,1301.37
2024-06-28,1204.31
2024-06-29,1077.23
2024-06-30,938.78
2024-07-01,1071.94
2024-07-02,1072.78
2024-07-03,1221.05
2024-07-04,986.8
2024-07-05,1020.44
2024-07-06,794.54
2024-07-07,938.88
2024-07-08,1041.42
2024-07-09,970.01
2024-07-10,907.43
2024-07-11,1182.64
2024-07-12,1205.03
2024-07-13,884.73
2024-07-14,1024.98
2024-07-15,961.89
2024-07-16,1191.68
2024-07-17,1042.2
2024-07-18,1085.58
2024-07-19,901.9
2024-07-20,1173.6
2024-07-21,978.63
2024-07-22,1238.26
2024-07-23,1146.0
2024-07-24,936.99
2024-07-25,1078.54
2024-07-26,1044.72
2024-07-27,989.15
2024-07-28,1105.89
2024-07-29,1013.05
2024-07-30,1019.68
2024-07-31,940.72
2024-08-01,876.37
2024-08-02,975.09
2024-08-03,987.54
2024-08-04,1095.4
2024-08-05,803.95
2024-08-06,980.2
2024-08-07,1158.16
2024-08-08,885.73
2024-08-09,842.08
2024-08-10,856.31
2024-08-11,1062.67
2024-08-12,815.96
2024-08-13,970.44
2024-08-14,887.99
2024-08-15,899.44
2024-08-16,931.94
2024-08-17,923.95
2024-08-18,924.99
2024-08-19,962.82
2024-08-20,1001.77
2024-08-21,915.28
2024-08-22,1026.37
2024-08-23,912.54
2024-08-24,915.81
2024-08-25,975.52
2024-08-26,764.75
2024-08-27,872.38
2024-08-28,890.94
2024-08-29,848.56
2024-08-30,943.71
2024-08-31,883.71
2024-09-01,905.3
2024-09-02,1136.77
2024-09-03,1264.94
2024-09-04,1134.52
2024-09-05,1051.22
2024-09-06,1150.52
2024-09-07,1053.55
2024-09-08,984.76
2024-09-09,1029.63
2024-09-10,976.14
2024-09-11,752.07
2024-09-12,915.88
2024-09-13,917.57
2024-09-14,1075.28
2024-09-15,959.72
2024-09-16,801.68
2024-09-17,1014.42
2024-09-18,1052.45
2024-09-19,1110.56
2024-09-20,1062.16
2024-09-21,1305.52
2024-09-22,914.76
2024-09-23,1177.11
2024-09-24,1129.77
2024-09-25,943.2
2024-09-26,1004.28
2024-09-27,930.31
2024-09-28,1005.18
2024-09-29,967.08
2024-09-30,967.06
2024-10-01,1145.07
2024-10-02,1021.6
2024-10-03,1281.04
2024-10-04,1251.67
2024-10-05,1063.06
2024-10-06,1250.22
2024-10-07,1020.73
2024-10-08,933.01
2024-10-09,1185.08
2024-10-10,1213.08
2024-10-11,1058.97
2024-10-12,1211.04
2024-10-13,1383.35
2024-10-14,1509.78
2024-10-15,1043.74
2024-10-16,1187.89
2024-10-17,1001.47
2024-10-18,1488.87
2024-10-19,1097.0
2024-10-20,1252.7
2024-10-21,1161.03
2024-10-22,1023.05
2024-10-23,1125.28
2024-10-24,987.86
2024-10-25,1073.7
2024-10-26,1118.52
2024-10-27,1177.89
2024-10-28,878.49
2024-10-29,1143.42
2024-10-30,1457.86
2024-10-31,1037.49
2024-11-01,1364.84
2024-11-02,1275.16
2024-11-03,987.48
2024-11-04,1206.89
2024-11-05,1244.52
2024-11-06,1428.38
2024-11-07,1322.73
2024-11-08,1300.7
2024-11-09,1408.13
2024-11-10,1343.04
2024-11-11,1307.95
2024-11-12,1408.13
2024-11-13,1162.99
2024-11-14,1303.59
2024-11-15,1478.94
2024-11-16,1071.93
2024-11-17,1234.06
2024-11-18,1347.9
2024-11-19,1356.84
2024-11-20,1289.18
2024-11-21,1381.33
2024-11-22,1223.56
2024-11-23,1447.68
2024-11-24,1353.7
2024-11-25,1548.36
2024-11-26,1432.33
2024-11-27,1397.13
2024-11-28,1501.07
2024-11-29,1234.95
2024-11-30,1296.35
2024-12-01,1297.78
2024-12-02,1612.46
2024-12-03,1706.7
2024-12-04,1450.14
2024-12-05,1362.54
2024-12-06,1643.78
2024-12-07,1420.52
2024-12-08,1448.67
2024-12-09,1694.14
2024-12-10,1466.55
2024-12-11,1487.43
2024-12-12,1703.42
2024-12-13,1581.1
2024-12-14,1382.72
2024-12-15,1691.23
2024-12-16,1301.84
2024-12-17,1631.9
2024-12-18,1570.02
2024-12-19,1448.59
2024-12-20,1418.13
2024-12-21,1378.31
2024-12-22,1719.48
2024-12-23,1527.13
2024-12-24,1436.72
2024-12-25,1581.47
2024-12-26,1657.35
2024-12-27,1551.26
2024-12-28,1596.84
2024-12-29,1627.88
2024-12-30,1520.65
2024-12-31,1551.79
2025-01-01,1631.25
2025-01-02,1526.21
2025-01-03,1493.45
2025-01-04,1699.77
2025-01-05,1560.89
2025-01-06,1643.57
2025-01-07,1616.57
2025-01-08,1762.93
2025-01-09,1680.29
2025-01-10,1683.67
2025-01-11,1612.71
2025-01-12,1630.73
2025-01-13,1606.71
2025-01-14,1677.65
2025-01-15,1441.0
2025-01-16,1645.73
2025-01-17,1692.4
2025-01-18,1695.69
2025-01-19,1519.4
2025-01-20,1598.36
2025-01-21,1603.4
2025-01-22,1584.5
2025-01-23,1503.47
2025-01-24,1519.32
2025-01-25,1650.99
2025-01-26,1696.35
2025-01-27,1668.05
2025-01-28,1545.92
2025-01-29,1696.89
2025-01-30,1627.04
2025-01-31,1591.63
2025-02-01,1591.27
2025-02-02,1641.38
2025-02-03,1788.74
2025-02-04,1680.83
2025-02-05,1688.33
2025-02-06,1583.18
2025-02-07,2038.35
2025-02-08,1431.91
2025-02-09,1460.55
2025-02-10,1641.12
2025-02-11,1728.23
2025-02-12,1917.33
2025-02-13,1766.36
2025-02-14,1741.0
2025-02-15,1815.46
2025-02-16,1716.71
2025-02-17,1470.89
2025-02-18,1736.28
2025-02-19,1731.98
2025-02-20,1966.46
2025-02-21,1619.79
2025-02-22,1857.39
2025-02-23,1543.48
2025-02-24,1890.84
2025-02-25,1723.01
2025-02-26,1807.74
2025-02-27,1791.96
2025-02-28,1789.04
2025-03-01,1676.86
2025-03-02,1586.64
2025-03-03,1646.39
2025-03-04,1573.9
2025-03-05,1652.43
2025-03-06,1473.09
2025-03-07,1687.02
2025-03-08,1783.83
2025-03-09,1810.98
2025-03-10,1824.61
2025-03-11,1685.45
2025-03-12,1648.86
2025-03-13,1636.92
2025-03-14,1714.84
2025-03-15,1754.01
2025-03-16,1708.73
2025-03-17,1506.9
2025-03-18,1833.92
2025-03-19,1726.05
2025-03-20,1787.84
2025-03-21,1675.38
2025-03-22,1638.03
2025-03-23,1902.06
2025-03-24,1541.37
2025-03-25,1467.38
2025-03-26,1909.65
2025-03-27,1699.2
2025-03-28,1619.15
2025-03-29,1600.55
2025-03-30,1430.22
2025-03-31,1895.23
2025-04-01,1630.98
2025-04-02,1607.7
2025-04-03,1645.66
2025-04-04,1437.14
2025-04-05,1602.11
2025-04-06,1677.59
2025-04-07,1282.91
2025-04-08,1619.22
2025-04-09,1637.55
2025-04-10,1560.28
2025-04-11,1442.04
2025-04-12,1528.64
2025-04-13,1493.72
2025-04-14,1592.44
2025-04-15,1485.25
2025-04-16,1641.03
2025-04-17,1487.3
2025-04-18,1487.32
2025-04-19,1690.13
2025-04-20,1530.82
2025-04-21,1614.1
2025-04-22,1394.81
2025-04-23,1733.21
2025-04-24,1376.64
2025-04-25,1562.74
2025-04-26,1524.36
2025-04-27,1459.94
2025-04-28,1518.78
2025-04-29,1700.12
2025-04-30,1760.78
2025-05-01,1350.06
2025-05-02,1335.76
2025-05-03,1153.51
2025-05-04,1584.87
2025-05-05,1251.33
2025-05-06,1270.27
2025-05-07,1392.24
2025-05-08,1467.95
2025-05-09,1562.85
2025-05-10,1641.21
2025-05-11,1470.92
2025-05-12,1323.04
2025-05-13,1302.04
2025-05-14,1359.64
2025-05-15,1477.79
2025-05-16,1496.05
2025-05-17,1455.69
2025-05-18,1154.52
2025-05-19,1314.12
2025-05-20,1557.06
2025-05-21,1318.49
2025-05-22,1373.02
2025-05-23,1710.07
2025-05-24,1374.19
2025-05-25,1554.07
2025-05-26,1604.1
2025-05-27,1474.64
2025-05-28,1331.67
2025-05-29,1110.46
2025-05-30,1281.19
2025-05-31,1461.66
2025-06-01,1279.64
2025-06-02,1349.47
2025-06-03,1076.3
2025-06-04,1233.13
2025-06-05,963.39
2025-06-06,1103.66
2025-06-07,1273.32
2025-06-08,948.13
2025-06-09,1308.21
2025-06-10,1430.08
2025-06-11,1038.27
2025-06-12,1179.74
2025-06-13,1417.22
2025-06-14,1271.28
2025-06-15,1259.08
2025-06-16,1224.5
2025-06-17,1047.18
2025-06-18,1195.58
2025-06-19,1366.6
2025-06-20,1222.84
2025-06-21,1299.2
2025-06-22,1169.39
2025-06-23,1108.43
2025-06-24,1161.45
2025-06-25,1087.04
2025-06-26,1050.12
2025-06-27,1211.41
2025-06-28,1186.55
2025-06-29,1101.35
2025-06-30,1297.93
2025-07-01,971.71
2025-07-02,1134.78
2025-07-03,1143.71
2025-07-04,1284.02
2025-07-05,1125.35
2025-07-06,1179.26
2025-07-07,1093.67
2025-07-08,916.04
2025-07-09,1187.79
2025-07-10,1286.83
2025-07-11,1070.59
2025-07-12,1336.96
2025-07-13,1196.77
2025-07-14,1326.22
2025-07-15,1064.56
2025-07-16,980.34
2025-07-17,1093.42
2025-07-18,999.76
2025-07-19,1110.92
2025-07-20,1058.31
2025-07-21,1107.25
2025-07-22,1076.9
2025-07-23,970.99
2025-07-24,1024.58
2025-07-25,1240.6
2025-07-26,1080.88
2025-07-27,927.81
2025-07-28,846.89
2025-07-29,1050.41
2025-07-30,1122.76
2025-07-31,947.88
2025-08-01,824.22
2025-08-02,1106.2
2025-08-03,1422.39
2025-08-04,1143.94
2025-08-05,919.9
2025-08-06,1025.58
2025-08-07,1025.64
2025-08-08,887.48
2025-08-09,871.8
2025-08-10,1023.37
2025-08-11,1135.52
2025-08-12,1071.24
2025-08-13,959.1
2025-08-14,1102.43
2025-08-15,1104.05
2025-08-16,923.78
2025-08-17,895.76
2025-08-18,1119.52
2025-08-19,1178.64
2025-08-20,1091.15
2025-08-21,1184.21
2025-08-22,1218.94
2025-08-23,859.7
2025-08-24,1100.73
2025-08-25,1201.41
2025-08-26,1179.73
2025-08-27,1215.16
2025-08-28,973.59
2025-08-29,1126.11
2025-08-30,1137.65
2025-08-31,972.92
2025-09-01,1110.53
2025-09-02,928.04
2025-09-03,986.19
2025-09-04,1127.55
2025-09-05,1214.62
2025-09-06,1088.55
2025-09-07,1272.94
2025-09-08,1267.77
2025-09-09,971.31
2025-09-10,1077.28
2025-09-11,1029.23
2025-09-12,1188.64
2025-09-13,1176.22
2025-09-14,995.0
2025-09-15,1201.34
2025-09-16,932.17
2025-09-17,1232.19
2025-09-18,798.35
2025-09-19,1069.75
2025-09-20,1006.5
2025-09-21,1172.76
2025-09-22,1122.15
2025-09-23,829.06
2025-09-24,930.8
2025-09-25,1021.99
2025-09-26,1234.7
2025-09-27,1288.6
2025-09-28,1174.89
2025-09-29,1264.0
2025-09-30,1003.07
2025-10-01,1268.69
2025-10-02,1234.13
2025-10-03,1089.52
2025-10-04,1177.25
2025-10-05,1176.67
2025-10-06,1274.43
2025-10-07,1279.34
2025-10-08,1154.28
2025-10-09,1156.47
2025-10-10,992.42
2025-10-11,1281.33
2025-10-12,1208.49
2025-10-13,1217.62
2025-10-14,1286.79
2025-10-15,1162.05
2025-10-16,1106.04
2025-10-17,1149.65
2025-10-18,1180.86
2025-10-19,1248.41
2025-10-20,1149.8
2025-10-21,1169.8
2025-10-22,1063.35
2025-10-23,1174.19
2025-10-24,1013.65
2025-10-25,1144.2
2025-10-26,1288.49
2025-10-27,1244.46
2025-10-28,1205.35
2025-10-29,1197.35
2025-10-30,1332.53
2025-10-31,1083.28
2025-11-01,1451.81
2025-11-02,1312.97
2025-11-03,1432.53
2025-11-04,1381.09
2025-11-05,1334.35
2025-11-06,1437.22
2025-11-07,1322.4
2025-11-08,1254.59
2025-11-09,1342.38
2025-11-10,1249.98
2025-11-11,1418.16
2025-11-12,1327.99
2025-11-13,1249.48
2025-11-14,1445.06
2025-11-15,1449.76
2025-11-16,1379.6
2025-11-17,1366.87
2025-11-18,1511.74
2025-11-19,1369.8
2025-11-20,1433.51
2025-11-21,1266.54
2025-11-22,1469.85
2025-11-23,1385.99
2025-11-24,1465.53
2025-11-25,1370.77
2025-11-26,1313.38
2025-11-27,1259.7
2025-11-28,1379.38
2025-11-29,1349.21
2025-11-30,1248.88
2025-12-01,1730.91
2025-12-02,1704.07
2025-12-03,1337.04
2025-12-04,1324.72
2025-12-05,1399.25
2025-12-06,1600.58
2025-12-07,1903.56
2025-12-08,1440.38
2025-12-09,1544.33
2025-12-10,1742.55
2025-12-11,1523.36
2025-12-12,1716.9
2025-12-13,1695.29
2025-12-14,1579.89
2025-12-15,1689.45
2025-12-16,1696.11
2025-12-17,1415.65
2025-12-18,1563.25
2025-12-19,1508.9
2025-12-20,1588.16
2025-12-21,1439.15
2025-12-22,1465.42
2025-12-23,1591.89
2025-12-24,1584.52
2025-12-25,1751.87
2025-12-26,1611.05
2025-12-27,1757.88
2025-12-28,1743.44
2025-12-29,1722.94
2025-12-30,1162.42
2025-12-31,1494.04
2026-01-01,1773.71
2026-01-02,1559.51
2026-01-03,1655.15
2026-01-04,1798.92
2026-01-05,1724.6
2026-01-06,1677.23
2026-01-07,1927.19
2026-01-08,1668.84
2026-01-09,1853.05
2026-01-10,1713.93
2026-01-11,1731.99
2026-01-12,1677.27
2026-01-13,1619.62
2026-01-14,1694.1
2026-01-15,1557.01
2026-01-16,1794.43
2026-01-17,1734.86
2026-01-18,1668.68
2026-01-19,1817.03
2026-01-20,1596.83
2026-01-21,1485.98
2026-01-22,1772.87
2026-01-23,1557.2
2026-01-24,1555.26
2026-01-25,1742.45
2026-01-26,1839.05
2026-01-27,1629.87
2026-01-28,1616.43
2026-01-29,1904.45
2026-01-30,1554.4
2026-01-31,1825.85
2026-02-01,1826.88
2026-02-02,1688.41
2026-02-03,1759.33
2026-02-04,1672.71
2026-02-05,1696.17
2026-02-06,1757.97
2026-02-07,1691.67
2026-02-08,1578.99
2026-02-09,1862.39
2026-02-10,1704.58
2026-02-11,1872.9
2026-02-12,1759.03
2026-02-13,2115.24
2026-02-14,1844.87
2026-02-15,1616.54
2026-02-16,1613.64
2026-02-17,1670.94
2026-02-18,1727.27
2026-02-19,1580.59
2026-02-20,1643.98
2026-02-21,1781.12
2026-02-22,1591.94
2026-02-23,1767.71
2026-02-24,1807.86
2026-02-25,1659.52
2026-02-26,1852.78
2026-02-27,1790.71
2026-02-28,1911.9
2026-03-01,1817.92
2026-03-02,1712.84
2026-03-03,1719.65
2026-03-04,1794.17
2026-03-05,1784.29
2026-03-06,1536.02
2026-03-07,1850.54
2026-03-08,1672.24
2026-03-09,1875.84
2026-03-10,1761.45
2026-03-11,1662.2
2026-03-12,1740.33
2026-03-13,1913.41
2026-03-14,1650.81
2026-03-15,1535.8
2026-03-16,1710.47
2026-03-17,1892.48
2026-03-18,1932.13
2026-03-19,1865.68
2026-03-20,1487.52
2026-03-21,1713.7
2026-03-22,1684.99
2026-03-23,1721.38
2026-03-24,1611.36
