date,price_per_quintal
2023-05-12,2871.55
2023-05-13,2759.65
2023-05-14,2945.01
2023-05-15,2888.79
2023-05-16,3021.88
2023-05-17,2755.52
2023-05-18,2912.19
2023-05-19,2946.41
2023-05-20,2843.43
2023-05-21,2938.31
2023-05-22,2922.67
2023-05-23,2942.73
2023-05-24,2882.05
2023-05-25,2646.93
2023-05-26,2907.89
2023-05-27,2909.29
2023-05-28,2843.62
2023-05-29,2796.44
2023-05-30,2944.65
2023-05-31,2934.88
2023-06-01,3042.8
2023-06-02,2852.29
2023-06-03,3012.0
2023-06-04,2918.87
2023-06-05,2878.15
2023-06-06,2958.14
2023-06-07,2988.68
2023-06-08,2876.89
2023-06-09,3044.89
2023-06-10,2921.11
2023-06-11,2821.31
2023-06-12,2829.21
2023-06-13,3006.41
2023-06-14,2876.77
2023-06-15,2928.48
2023-06-16,2930.18
2023-06-17,2913.06
2023-06-18,3000.75
2023-06-19,2884.2
2023-06-20,2834.33
2023-06-21,2739.34
2023-06-22,2914.33
2023-06-23,2903.03
2023-06-24,3023.57
2023-06-25,2868.53
2023-06-26,3007.06
2023-06-27,2902.43
2023-06-28,3063.56
2023-06-29,2848.36
2023-06-30,2894.51
2023-07-01,3030.73
2023-07-02,3071.86
2023-07-03,3044.66
2023-07-04,2870.68
2023-07-05,3064.9
2023-07-06,2977.45
2023-07-07,2848.29
2023-07-08,2934.18
2023-07-09,2951.37
2023-07-10,2915.65
2023-07-11,3084.41
2023-07-12,3023.24
2023-07-13,3071.79
2023-07-14,2910.57
2023-07-15,2847.73
2023-07-16,3017.86
2023-07-17,2984.76
2023-07-18,3051.45
2023-07-19,3035.55
2023-07-20,2995.56
2023-07-21,3047.53
2023-07-22,2989.92
2023-07-23,3000.55
2023-07-24,3142.77
2023-07-25,3088.01
2023-07-26,2901.04
2023-07-27,2858.98
2023-07-28,3094.47
2023-07-29,2951.33
2023-07-30,2976.06
2023-07-31,2947.89
2023-08-01,3086.23
2023-08-02,3027.3
2023-08-03,2965.53
2023-08-04,2918.31
2023-08-05,2870.11
2023-08-06,2977.48
2023-08-07,3160.14
2023-08-08,2987.5
2023-08-09,3060.98
2023-08-10,3152.93
2023-08-11,3168.67
2023-08-12,3019.35
2023-08-13,3121.17
2023-08-14,3034.57
2023-08-15,2909.89
2023-08-16,3141.91
2023-08-17,3074.47
2023-08-18,2995.85
2023-08-19,3082.84
2023-08-20,3093.4
2023-08-21,3080.38
2023-08-22,2989.96
2023-08-23,3053.79
2023-08-24,3092.56
2023-08-25,3128.77
2023-08-26,3051.54
2023-08-27,2982.5
2023-08-28,3103.46
2023-08-29,3168.82
2023-08-30,3022.57
2023-08-31,3111.03
2023-09-01,3231.33
2023-09-02,3232.49
2023-09-03,3255.74
2023-09-04,3171.19
2023-09-05,3261.49
2023-09-06,3257.41
2023-09-07,3083.38
2023-09-08,3174.72
2023-09-09,3169.09
2023-09-10,3095.86
2023-09-11,3124.64
2023-09-12,2990.68
2023-09-13,3208.5
2023-09-14,3219.93
2023-09-15,3244.44
2023-09-16,3260.62
2023-09-17,3104.68
2023-09-18,3140.62
2023-09-19,3277.26
2023-09-20,3240.5
2023-09-21,3095.47
2023-09-22,2965.99
2023-09-23,3136.86
2023-09-24,3070.04
2023-09-25,3160.88
2023-09-26,3233.89
2023-09-27,3040.8
2023-09-28,3178.91
2023-09-29,3060.01
2023-09-30,3356.21
2023-10-01,3221.93
2023-10-02,3256.17
2023-10-03,3134.98
2023-10-04,3048.24
2023-10-05,3142.5
2023-10-06,3143.02
2023-10-07,3313.72
2023-10-08,3128.45
2023-10-09,3286.77
2023-10-10,3254.67
2023-10-11,3212.38
2023-10-12,3022.74
2023-10-13,3178.03
2023-10-14,3300.02
2023-10-15,3265.69
2023-10-16,3235.02
2023-10-17,3108.45
2023-10-18,3233.84
2023-10-19,3244.4
2023-10-20,3185.57
2023-10-21,3259.46
2023-10-22,3168.33
2023-10-23,3064.89
2023-10-24,3174.4
2023-10-25,3170.98
2023-10-26,3324.08
2023-10-27,3284.47
2023-10-28,3223.21
2023-10-29,3183.86
2023-10-30,3272.62
2023-10-31,3347.84
2023-11-01,3178.37
2023-11-02,3204.95
2023-11-03,3348.49
2023-11-04,3295.25
2023-11-05,3222.06
2023-11-06,3349.9
2023-11-07,3301.96
2023-11-08,3182.76
2023-11-09,3280.51
2023-11-10,3258.31
2023-11-11,3391.45
2023-11-12,3308.17
2023-11-13,3298.61
2023-11-14,3270.95
2023-11-15,3302.31
2023-11-16,3149.85
2023-11-17,3144.98
2023-11-18,3292.83
2023-11-19,3294.01
2023-11-20,3230.1
2023-11-21,3102.89
2023-11-22,3176.06
2023-11-23,3306.46
2023-11-24,3273.93
2023-11-25,3212.82
2023-11-26,3190.16
2023-11-27,3286.15
2023-11-28,3253.11
2023-11-29,3252.78
2023-11-30,3225.53
2023-12-01,3265.32
2023-12-02,3276.26
2023-12-03,3203.89
2023-12-04,3387.36
2023-12-05,3207.59
2023-12-06,3268.35
2023-12-07,3131.27
2023-12-08,3175.83
2023-12-09,3329.73
2023-12-10,3314.56
2023-12-11,3273.97
2023-12-12,3203.34
2023-12-13,3285.79
2023-12-14,3178.41
2023-12-15,3343.8
2023-12-16,3048.23
2023-12-17,3228.09
2023-12-18,3195.47
2023-12-19,3363.18
2023-12-20,3244.11
2023-12-21,3359.28
2023-12-22,3376.3
2023-12-23,3297.38
2023-12-24,3130.31
2023-12-25,3201.39
2023-12-26,3222.11
2023-12-27,3294.43
2023-12-28,3293.12
2023-12-29,3156.73
2023-12-30,3326.21
2023-12-31,3182.62
2024-01-01,3186.35
2024-01-02,3235.6
2024-01-03,3204.98
2024-01-04,3341.22
2024-01-05,3307.21
2024-01-06,3110.89
2024-01-07,3126.7
2024-01-08,3309.09
2024-01-09,3226.52
2024-01-10,3268.08
2024-01-11,3220.17
2024-01-12,3316.95
2024-01-13,3280.59
2024-01-14,3282.13
2024-01-15,3165.42
2024-01-16,3268.5
2024-01-17,3091.44
2024-01-18,3201.35
2024-01-19,3170.13
2024-01-20,3159.17
2024-01-21,3146.72
2024-01-22,3061.4
2024-01-23,3321.43
2024-01-24,3205.69
2024-01-25,3208.88
2024-01-26,3263.51
2024-01-27,3308.97
2024-01-28,3331.06
2024-01-29,3189.93
2024-01-30,3239.85
2024-01-31,3152.73
2024-02-01,3211.36
2024-02-02,3154.77
2024-02-03,3226.17
2024-02-04,3219.97
2024-02-05,3216.67
2024-02-06,3197.38
2024-02-07,3161.8
2024-02-08,3055.77
2024-02-09,3181.86
2024-02-10,3290.56
2024-02-11,3121.53
2024-02-12,3102.4
2024-02-13,3206.38
2024-02-14,3291.23
2024-02-15,3074.35
2024-02-16,2964.72
2024-02-17,3109.15
2024-02-18,3166.66
2024-02-19,3147.61
2024-02-20,3138.56
2024-02-21,3119.52
2024-02-22,3108.34
2024-02-23,3094.26
2024-02-24,3189.59
2024-02-25,3206.94
2024-02-26,3034.66
2024-02-27,3288.39
2024-02-28,3197.51
2024-02-29,3206.86
2024-03-01,3063.7
2024-03-02,3107.06
2024-03-03,2997.14
2024-03-04,3214.05
2024-03-05,3200.92
2024-03-06,3068.92
2024-03-07,2982.93
2024-03-08,3064.31
2024-03-09,3136.43
2024-03-10,3057.97
2024-03-11,3026.18
2024-03-12,3103.05
2024-03-13,3020.62
2024-03-14,3197.7
2024-03-15,3166.87
2024-03-16,3144.68
2024-03-17,3035.3
2024-03-18,3108.83
2024-03-19,3181.38
2024-03-20,2925.53
2024-03-21,3109.79
2024-03-22,3206.18
2024-03-23,3238.95
2024-03-24,3018.33
2024-03-25,3116.83
2024-03-26,3178.62
2024-03-27,3191.9
2024-03-28,2948.61
2024-03-29,2935.36
2024-03-30,3108.82
2024-03-31,3136.69
2024-04-01,3027.38
2024-04-02,3011.46
2024-04-03,3140.29
2024-04-04,3156.59
2024-04-05,2991.37
2024-04-06,3051.71
2024-04-07,2946.89
2024-04-08,3178.63
2024-04-09,2927.8
2024-04-10,2954.89
2024-04-11,2969.66
2024-04-12,2957.32
2024-04-13,3143.75
2024-04-14,3227.63
2024-04-15,3063.1
2024-04-16,3015.71
2024-04-17,3100.68
2024-04-18,2970.73
2024-04-19,3150.66
2024-04-20,3041.08
2024-04-21,3077.99
2024-04-22,2989.39
2024-04-23,3028.69
2024-04-24,2915.82
2024-04-25,3047.24
2024-04-26,3117.31
2024-04-27,2898.32
2024-04-28,2966.01
2024-04-29,3009.05
2024-04-30,3022.72
2024-05-01,3013.55
2024-05-02,3017.51
2024-05-03,3044.17
2024-05-04,3018.98
2024-05-05,2887.61
2024-05-06,3047.61
2024-05-07,3119.14
2024-05-08,3043.86
2024-05-09,2881.69
2024-05-10,3042.5
2024-05-11,3062.3
2024-05-12,2945.48
2024-05-13,3031.06
2024-05-14,3127.43
2024-05-15,3155.06
2024-05-16,3036.14
2024-05-17,3066.96
2024-05-18,3013.51
2024-05-19,2994.28
2024-05-20,3138.22
2024-05-21,3104.76
2024-05-22,3077.48
2024-05-23,2986.34
2024-05-24,3146.2
2024-05-25,3112.41
2024-05-26,2926.18
2024-05-27,3116.95
2024-05-28,3043.68
2024-05-29,3052.85
2024-05-30,2869.55
2024-05-31,2914.22
2024-06-01,3123.72
2024-06-02,2983.55
2024-06-03,3110.25
2024-06-04,2939.43
2024-06-05,2927.94
2024-06-06,3199.17
2024-06-07,3119.41
2024-06-08,3036.74
2024-06-09,3065.25
2024-06-10,2991.02
2024-06-11,3076.54
2024-06-12,3142.76
2024-06-13,3015.52
2024-06-14,3087.96
2024-06-15,2914.08
2024-06-16,3193.93
2024-06-17,3130.52
2024-06-18,3048.11
2024-06-19,3024.1
2024-06-20,3164.09
2024-06-21,3011.17
2024-06-22,3081.49
2024-06-23,3027.14
2024-06-24,2978.79
2024-06-25,3136.06
2024-06-26,3020.33
2024-06-27,3090.79
2024-06-28,3026.22
2024-06-29,3043.6
2024-06-30,3041.02
2024-07-01,3052.15
2024-07-02,3163.55
2024-07-03,3098.3
2024-07-04,3174.61
2024-07-05,3165.69
2024-07-06,3204.07
2024-07-07,3067.32
2024-07-08,3160.09
2024-07-09,3093.39
2024-07-10,3105.9
2024-07-11,3050.89
2024-07-12,3070.43
2024-07-13,3159.15
2024-07-14,3081.73
2024-07-15,3051.08
2024-07-16,3177.65
2024-07-17,3138.69
2024-07-18,3013.01
2024-07-19,3119.3
2024-07-20,3201.45
2024-07-21,3199.24
2024-07-22,3068.92
2024-07-23,3023.38
2024-07-24,3083.35
2024-07-25,3220.47
2024-07-26,3172.79
2024-07-27,2930.14
2024-07-28,3182.69
2024-07-29,2936.91
2024-07-30,3269.3
2024-07-31,3182.67
2024-08-01,3156.6
2024-08-02,3197.07
2024-08-03,3241.74
2024-08-04,3149.74
2024-08-05,3226.64
2024-08-06,3179.55
2024-08-07,3170.2
2024-08-08,3312.61
2024-08-09,3027.86
2024-08-10,3195.07
2024-08-11,3080.22
2024-08-12,3177.44
2024-08-13,3135.71
2024-08-14,3396.41
2024-08-15,3151.92
2024-08-16,3182.45
2024-08-17,3144.29
2024-08-18,3265.26
2024-08-19,3153.65
2024-08-20,3142.41
2024-08-21,3344.79
2024-08-22,3257.99
2024-08-23,3217.38
2024-08-24,3389.2
2024-08-25,3145.92
2024-08-26,3131.9
2024-08-27,3133.78
2024-08-28,3293.86
2024-08-29,3148.46
2024-08-30,3293.53
2024-08-31,3148.31
2024-09-01,3130.4
2024-09-02,3211.79
2024-09-03,3299.24
2024-09-04,3372.01
2024-09-05,3381.08
2024-09-06,3306.64
2024-09-07,3332.4
2024-09-08,3066.47
2024-09-09,3299.39
2024-09-10,3281.81
2024-09-11,3254.35
2024-09-12,3226.15
2024-09-13,3350.15
2024-09-14,3371.26
2024-09-15,3437.64
2024-09-16,3265.24
2024-09-17,3217.49
2024-09-18,3432.34
2024-09-19,3256.24
2024-09-20,3240.57
2024-09-21,3171.6
2024-09-22,3316.53
2024-09-23,3331.73
2024-09-24,3351.11
2024-09-25,3301.82
2024-09-26,3327.85
2024-09-27,3329.02
2024-09-28,3326.17
2024-09-29,3379.65
2024-09-30,3353.92
2024-10-01,3361.01
2024-10-02,3303.28
2024-10-03,3410.84
2024-10-04,3300.78
2024-10-05,3335.49
2024-10-06,3290.36
2024-10-07,3518.64
2024-10-08,3270.66
2024-10-09,3401.82
2024-10-10,3403.16
2024-10-11,3419.5
2024-10-12,3346.59
2024-10-13,3356.82
2024-10-14,3334.71
2024-10-15,3133.36
2024-10-16,3290.02
2024-10-17,3460.63
2024-10-18,3286.56
2024-10-19,3363.01
2024-10-20,3563.56
2024-10-21,3275.45
2024-10-22,3312.89
2024-10-23,3333.44
2024-10-24,3194.08
2024-10-25,3284.85
2024-10-26,3240.36
2024-10-27,3398.52
2024-10-28,3335.59
2024-10-29,3185.11
2024-10-30,3420.87
2024-10-31,3434.17
2024-11-01,3354.9
2024-11-02,3459.92
2024-11-03,3431.52
2024-11-04,3311.73
2024-11-05,3407.73
2024-11-06,3400.36
2024-11-07,3319.12
2024-11-08,3304.15
2024-11-09,3419.26
2024-11-10,3571.52
2024-11-11,3384.35
2024-11-12,3404.51
2024-11-13,3303.68
2024-11-14,3367.62
2024-11-15,3372.55
2024-11-16,3358.94
2024-11-17,3336.97
2024-11-18,3385.89
2024-11-19,3345.1
2024-11-20,3489.8
2024-11-21,3554.82
2024-11-22,3330.28
2024-11-23,3362.44
2024-11-24,3426.57
2024-11-25,3438.88
2024-11-26,3331.5
2024-11-27,3347.27
2024-11-28,3440.21
2024-11-29,3262.57
2024-11-30,3571.19
2024-12-01,3405.51
2024-12-02,3357.42
2024-12-03,3370.07
2024-12-04,3296.57
2024-12-05,3527.0
2024-12-06,3376.43
2024-12-07,3348.69
2024-12-08,3524.41
2024-12-09,3466.75
2024-12-10,3368.99
2024-12-11,3419.79
2024-12-12,3358.67
2024-12-13,3356.62
2024-12-14,3368.27
2024-12-15,3410.09
2024-12-16,3474.24
2024-12-17,3545.2
2024-12-18,3213.54
2024-12-19,3573.48
2024-12-20,3469.99
2024-12-21,3389.72
2024-12-22,3354.34
2024-12-23,3239.65
2024-12-24,3485.0
2024-12-25,3302.23
2024-12-26,3442.29
2024-12-27,3357.32
2024-12-28,3260.79
2024-12-29,3424.67
2024-12-30,3430.45
2024-12-31,3317.03
2025-01-01,3411.51
2025-01-02,3487.54
2025-01-03,3382.71
2025-01-04,3378.32
2025-01-05,3285.46
2025-01-06,3261.36
2025-01-07,3312.37
2025-01-08,3350.73
2025-01-09,3346.5
2025-01-10,3330.0
2025-01-11,3545.6
2025-01-12,3392.3
2025-01-13,3268.86
2025-01-14,3251.26
2025-01-15,3208.57
2025-01-16,3267.25
2025-01-17,3394.66
2025-01-18,3325.89
2025-01-19,3293.63
2025-01-20,3396.58
2025-01-21,3393.7
2025-01-22,3379.82
2025-01-23,3349.4
2025-01-24,3347.87
2025-01-25,3245.67
2025-01-26,3203.89
2025-01-27,3287.35
2025-01-28,3289.12
2025-01-29,3287.04
2025-01-30,3339.05
2025-01-31,3315.34
2025-02-01,3176.47
2025-02-02,3272.96
2025-02-03,3308.42
2025-02-04,3242.48
2025-02-05,3347.76
2025-02-06,3307.82
2025-02-07,3314.09
2025-02-08,3253.4
2025-02-09,3316.72
2025-02-10,3338.59
2025-02-11,3130.0
2025-02-12,3370.15
2025-02-13,3244.15
2025-02-14,3337.44
2025-02-15,3101.23
2025-02-16,3251.36
2025-02-17,3150.52
2025-02-18,3274.92
2025-02-19,3301.66
2025-02-20,3320.05
2025-02-21,3289.49
2025-02-22,3187.99
2025-02-23,3392.76
2025-02-24,3181.27
2025-02-25,3262.33
2025-02-26,3227.45
2025-02-27,3241.74
2025-02-28,3178.04
2025-03-01,3300.93
2025-03-02,3274.12
2025-03-03,3220.51
2025-03-04,3203.58
2025-03-05,3138.68
2025-03-06,3207.02
2025-03-07,3143.54
2025-03-08,3223.44
2025-03-09,3248.38
2025-03-10,3197.46
2025-03-11,3249.5
2025-03-12,3264.62
2025-03-13,3282.65
2025-03-14,3376.61
2025-03-15,3104.76
2025-03-16,3120.62
2025-03-17,3122.36
2025-03-18,3204.2
2025-03-19,3092.82
2025-03-20,3178.29
2025-03-21,3288.12
2025-03-22,3279.77
2025-03-23,3352.94
2025-03-24,3290.42
2025-03-25,3303.52
2025-03-26,3180.51
2025-03-27,3194.53
2025-03-28,3293.84
2025-03-29,3292.57
2025-03-30,3070.92
2025-03-31,3113.49
2025-04-01,3086.87
2025-04-02,3096.65
2025-04-03,3271.18
2025-04-04,3310.62
2025-04-05,3192.89
2025-04-06,3194.1
2025-04-07,3322.55
2025-04-08,3203.44
2025-04-09,3212.62
2025-04-10,3198.06
2025-04-11,3198.54
2025-04-12,3276.87
2025-04-13,3227.4
2025-04-14,3176.47
2025-04-15,3138.54
2025-04-16,3191.15
2025-04-17,3037.68
2025-04-18,3207.9
2025-04-19,3181.48
2025-04-20,3197.41
2025-04-21,3079.55
2025-04-22,3209.94
2025-04-23,3187.44
2025-04-24,3172.58
2025-04-25,3203.11
2025-04-26,3107.47
2025-04-27,3057.68
2025-04-28,3210.87
2025-04-29,2998.75
2025-04-30,3222.85
2025-05-01,3313.92
2025-05-02,3178.53
2025-05-03,3217.51
2025-05-04,3279.79
2025-05-05,3233.45
2025-05-06,3332.43
2025-05-07,3080.93
2025-05-08,3123.67
2025-05-09,3189.98
2025-05-10,3022.47
2025-05-11,3151.5
2025-05-12,3157.71
2025-05-13,3256.55
2025-05-14,3238.45
2025-05-15,3214.72
2025-05-16,3209.51
2025-05-17,3159.03
2025-05-18,3177.84
2025-05-19,3215.58
2025-05-20,3236.11
2025-05-21,3097.99
2025-05-22,3191.83
2025-05-23,3150.19
2025-05-24,3177.81
2025-05-25,3249.27
2025-05-26,3137.22
2025-05-27,3083.86
2025-05-28,3085.09
2025-05-29,3112.46
2025-05-30,3207.43
2025-05-31,3145.76
2025-06-01,3124.46
2025-06-02,3234.48
2025-06-03,3185.8
2025-06-04,3229.4
2025-06-05,3349.15
2025-06-06,3324.56
2025-06-07,3201.99
2025-06-08,3201.87
2025-06-09,3264.2
2025-06-10,3277.69
2025-06-11,3147.15
2025-06-12,3078.15
2025-06-13,3245.54
2025-06-14,3194.86
2025-06-15,3226.02
2025-06-16,3220.99
2025-06-17,3122.03
2025-06-18,3137.45
2025-06-19,3264.31
2025-06-20,3166.03
2025-06-21,3116.78
2025-06-22,3157.63
2025-06-23,3211.82
2025-06-24,3139.54
2025-06-25,3319.7
2025-06-26,3246.04
2025-06-27,3062.19
2025-06-28,3200.12
2025-06-29,3307.62
2025-06-30,3446.16
2025-07-01,3194.63
2025-07-02,3234.62
2025-07-03,3124.48
2025-07-04,3277.84
2025-07-05,3272.0
2025-07-06,3256.7
2025-07-07,3147.65
2025-07-08,3297.24
2025-07-09,3381.34
2025-07-10,3344.14
2025-07-11,3264.77
2025-07-12,3232.08
2025-07-13,3308.36
2025-07-14,3225.55
2025-07-15,3034.86
2025-07-16,3100.11
2025-07-17,3347.35
2025-07-18,3344.66
2025-07-19,3228.56
2025-07-20,3175.08
2025-07-21,3215.27
2025-07-22,3136.75
2025-07-23,3219.68
2025-07-24,3380.1
2025-07-25,3190.64
2025-07-26,3177.49
2025-07-27,3133.88
2025-07-28,3258.2
2025-07-29,3166.1
2025-07-30,3294.47
2025-07-31,3218.1
2025-08-01,3450.42
2025-08-02,3363.57
2025-08-03,3354.77
2025-08-04,3204.42
2025-08-05,3319.24
2025-08-06,3341.96
2025-08-07,3345.44
2025-08-08,3346.79
2025-08-09,3328.52
2025-08-10,3225.64
2025-08-11,3126.87
2025-08-12,3230.47
2025-08-13,3401.23
2025-08-14,3384.49
2025-08-15,3412.2
2025-08-16,3347.41
2025-08-17,3339.67
2025-08-18,3323.24
2025-08-19,3185.55
2025-08-20,3336.82
2025-08-21,3271.1
2025-08-22,3274.53
2025-08-23,3244.55
2025-08-24,3318.59
2025-08-25,3397.52
2025-08-26,3388.64
2025-08-27,3247.35
2025-08-28,3344.74
2025-08-29,3319.76
2025-08-30,3165.17
2025-08-31,3401.62
2025-09-01,3351.56
2025-09-02,3450.1
2025-09-03,3340.73
2025-09-04,3466.61
2025-09-05,3504.59
2025-09-06,3425.99
2025-09-07,3448.87
2025-09-08,3353.49
2025-09-09,3380.76
2025-09-10,3316.96
2025-09-11,3491.04
2025-09-12,3502.08
2025-09-13,3369.14
2025-09-14,3410.9
2025-09-15,3354.88
2025-09-16,3303.85
2025-09-17,3367.74
2025-09-18,3313.5
2025-09-19,3254.38
2025-09-20,3433.65
2025-09-21,3330.67
2025-09-22,3407.32
2025-09-23,3198.39
2025-09-24,3418.47
2025-09-25,3356.35
2025-09-26,3362.04
2025-09-27,3482.06
2025-09-28,3402.99
2025-09-29,3437.05
2025-09-30,3417.75
2025-10-01,3512.15
2025-10-02,3410.68
2025-10-03,3473.42
2025-10-04,3456.05
2025-10-05,3531.77
2025-10-06,3429.29
2025-10-07,3536.02
2025-10-08,3518.38
2025-10-09,3429.97
2025-10-10,3534.93
2025-10-11,3445.22
2025-10-12,3426.3
2025-10-13,3413.81
2025-10-14,3392.25
2025-10-15,3503.46
2025-10-16,3463.19
2025-10-17,3454.7
2025-10-18,3547.94
2025-10-19,3550.49
2025-10-20,3489.09
2025-10-21,3325.83
2025-10-22,3519.82
2025-10-23,3324.65
2025-10-24,3410.3
2025-10-25,3469.19
2025-10-26,3605.18
2025-10-27,3284.22
2025-10-28,3360.6
2025-10-29,3426.22
2025-10-30,3539.1
2025-10-31,3353.59
2025-11-01,3447.58
2025-11-02,3608.96
2025-11-03,3582.83
2025-11-04,3464.0
2025-11-05,3594.09
2025-11-06,3520.15
2025-11-07,3441.13
2025-11-08,3456.95
2025-11-09,3464.17
2025-11-10,3428.44
2025-11-11,3551.79
2025-11-12,3596.23
2025-11-13,3400.56
2025-11-14,3569.44
2025-11-15,3432.92
2025-11-16,3511.03
2025-11-17,3541.46
2025-11-18,3598.64
2025-11-19,3515.96
2025-11-20,3538.13
2025-11-21,3648.93
2025-11-22,3648.15
2025-11-23,3603.54
2025-11-24,3579.67
2025-11-25,3560.64
2025-11-26,3651.47
2025-11-27,3579.67
2025-11-28,3466.8
2025-11-29,3529.88
2025-11-30,3554.6
2025-12-01,3397.73
2025-12-02,3463.26
2025-12-03,3646.7
2025-12-04,3419.23
2025-12-05,3551.33
2025-12-06,3535.94
2025-12-07,3588.45
2025-12-08,3449.42
2025-12-09,3449.8
2025-12-10,3516.55
2025-12-11,3462.33
2025-12-12,3636.86
2025-12-13,3527.89
2025-12-14,3581.94
2025-12-15,3434.35
2025-12-16,3561.61
2025-12-17,3713.91
2025-12-18,3510.7
2025-12-19,3425.77
2025-12-20,3606.89
2025-12-21,3478.19
2025-12-22,3413.42
2025-12-23,3426.63
2025-12-24,3422.65
2025-12-25,3559.36
2025-12-26,3449.9
2025-12-27,3448.73
2025-12-28,3488.83
2025-12-29,3553.01
2025-12-30,3590.51
2025-12-31,3618.27
2026-01-01,3443.94
2026-01-02,3552.17
2026-01-03,3408.22
2026-01-04,3608.42
2026-01-05,3521.52
2026-01-06,3493.52
2026-01-07,3345.55
2026-01-08,3550.89
2026-01-09,3435.88
2026-01-10,3424.75
2026-01-11,3408.34
2026-01-12,3425.87
2026-01-13,3514.2
2026-01-14,3509.24
2026-01-15,3479.57
2026-01-16,3625.62
2026-01-17,3376.21
2026-01-18,3499.34
2026-01-19,3370.54
2026-01-20,3522.25
2026-01-21,3523.38
2026-01-22,3488.72
2026-01-23,3518.7
2026-01-24,3525.33
2026-01-25,3517.63
2026-01-26,3368.54
2026-01-27,3549.81
2026-01-28,3619.86
2026-01-29,3570.21
2026-01-30,3459.84
2026-01-31,3638.29
2026-02-01,3428.37
2026-02-02,3502.73
2026-02-03,3463.91
2026-02-04,3525.06
2026-02-05,3282.61
2026-02-06,3346.92
2026-02-07,3452.63
2026-02-08,3391.92
2026-02-09,3382.31
2026-02-10,3532.05
2026-02-11,3367.2
2026-02-12,3437.18
2026-02-13,3442.91
2026-02-14,3395.03
2026-02-15,3228.4
2026-02-16,3264.92
2026-02-17,3393.51
2026-02-18,3590.63
2026-02-19,3357.28
2026-02-20,3413.35
2026-02-21,3581.82
2026-02-22,3419.0
2026-02-23,3457.03
2026-02-24,3441.57
2026-02-25,3349.97
2026-02-26,3348.71
2026-02-27,3377.49
2026-02-28,3417.44
2026-03-01,3283.14
2026-03-02,3302.66
2026-03-03,3363.33
2026-03-04,3438.84
2026-03-05,3532.02
2026-03-06,3286.67
2026-03-07,3366.68
2026-03-08,3265.69
2026-03-09,3295.11
2026-03-10,3207.36
